timestamp_envio,timestamp_respuesta,exito,replica
1788283535.173748,1788283535.193341,1,C
1788283535.224087,1788283535.256014,1,C
1788283535.273961,1788283535.302348,1,A
1788283535.323695,1788283535.348561,1,C
1788283535.373701,1788283535.409318,1,C
1788283535.423827,1788283535.441136,1,A
1788283535.473959,1788283535.487551,1,C
1788283535.523946,1788283535.549616,1,A
1788283535.573802,1788283535.577353,1,C
1788283535.623885,1788283535.642151,1,A
1788283535.673771,1788283535.704296,1,A
1788283535.724056,1788283535.750980,1,C
1788283535.773818,1788283535.798851,1,A
1788283535.823985,1788283535.843393,1,C
1788283535.874019,1788283535.889797,1,A
1788283535.923678,1788283535.937799,1,C
1788283535.973669,1788283535.999638,1,A
1788283536.023771,1788283536.046556,1,C
1788283536.074030,1788283536.076982,1,A
1788283536.123842,1788283536.126725,1,A
1788283536.174035,1788283536.177079,1,A
1788283536.223700,1788283536.262434,1,A
1788283536.274029,1788283536.293886,1,A
1788283536.323762,1788283536.355739,1,C
1788283536.373869,1788283536.376664,1,C
1788283536.423884,1788283536.426401,1,A
1788283536.473644,1788283536.510849,1,C
1788283536.524025,1788283536.556722,1,C
1788283536.574060,1788283536.588554,1,A
1788283536.623839,1788283536.649034,1,C
1788283536.673652,1788283536.711268,1,C
1788283536.723880,1788283536.757289,1,A
1788283536.773998,1788283536.789460,1,C
1788283536.824117,1788283536.851186,1,C
1788283536.874141,1788283536.898062,1,C
1788283536.923901,1788283536.959642,1,A
1788283536.974231,1788283536.977247,1,A
1788283537.024091,1788283537.052746,1,C
1788283537.074051,1788283537.115234,1,A
1788283537.123854,1788283537.161289,1,A
1788283537.173878,1788283537.192397,1,A
1788283537.223865,1788283537.239387,1,A
1788283537.273743,1788283537.286968,1,C
1788283537.323725,1788283537.327153,1,A
1788283537.373714,1788283537.408698,1,C
1788283537.424101,1788283537.439134,1,A
1788283537.473864,1788283537.501390,1,C
1788283537.523792,1788283537.548610,1,A
1788283537.574076,1788283537.608906,1,A
1788283537.624120,1788283537.626696,1,C
1788283537.673970,1788283537.676570,1,C
1788283537.723853,1788283537.747992,1,C
1788283537.773775,1788283537.795617,1,C
1788283537.823909,1788283537.857033,1,C
1788283537.873753,1788283537.889434,1,C
1788283537.923816,1788283537.964638,1,C
1788283537.973839,1788283538.011264,1,A
1788283538.023833,1788283538.044003,1,C
1788283538.073983,1788283538.105341,1,A
1788283538.123741,1788283538.152013,1,C
1788283538.173909,1788283538.198864,1,C
1788283538.223641,1788283538.261452,1,C
1788283538.274108,1788283538.307563,1,A
1788283538.323998,1788283538.339000,1,C
1788283538.373971,1788283538.377694,1,A
1788283538.424038,1788283538.462779,1,A
1788283538.473942,1788283538.509049,1,C
1788283538.523746,1788283538.556210,1,C
1788283538.573900,1788283538.577061,1,C
1788283538.623676,1788283538.626932,1,A
1788283538.673712,1788283538.712235,1,C
1788283538.723780,1788283538.742913,1,A
1788283538.773738,1788283538.804870,1,C
1788283538.823891,1788283538.851561,1,C
1788283538.873982,1788283538.897400,1,A
1788283538.923809,1788283538.944468,1,A
1788283538.974031,1788283539.006690,1,C
1788283539.024005,1788283539.037503,1,A
1788283539.074043,1788283539.100012,1,A
1788283539.123789,1788283539.161984,1,A
1788283539.173632,1788283539.208645,1,C
1788283539.224019,1788283539.255822,1,C
1788283539.274039,1788283539.302875,1,A
1788283539.323810,1788283539.365591,1,A
1788283539.373726,1788283539.397258,1,C
1788283539.423806,1788283539.443935,1,A
1788283539.473823,1788283539.490993,1,A
1788283539.523869,1788283539.537023,1,A
1788283539.573962,1788283539.599430,1,C
1788283539.623788,1788283539.646598,1,C
1788283539.673748,1788283539.692928,1,C
1788283539.723635,1788283539.755269,1,A
1788283539.773720,1788283539.786646,1,C
1788283539.823837,1788283539.849100,1,A
1788283539.873712,1788283539.895859,1,C
1788283539.924091,1788283539.943266,1,C
1788283539.974064,1788283540.004952,1,C
1788283540.023809,1788283540.026711,1,A
1788283540.073740,1788283540.098215,1,A
1788283540.123778,1788283540.144958,1,C
1788283540.174121,1788283540.206460,1,C
1788283540.223828,1788283540.252350,1,A
1788283540.273908,1788283540.313996,1,C
1788283540.323994,1788283540.345575,1,A
1788283540.373728,1788283540.393281,1,C
